province,type_property,property_url,property_id,subtype_property,type_of_contract,postal_code,city
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw17395,rbw17395,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/1050/elsene/rbw17394,rbw17394,penthouse,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/rbw17393,rbw17393,penthouse,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/rbw17392,rbw17392,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/rbw17391,rbw17391,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbe33243,vbe33243,apartment,sale,1150,sint-pieters-woluwe
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbe33228,vbe33228,residence,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/loft/for-sale/1050/elsene/vbe33227,vbe33227,loft,sale,1050,elsene
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbe33216,vbe33216,residence,sale,1030,schaarbeek
brussels,House,https://immovlan.be/en/detail/villa/for-sale/1150/sint-pieters-woluwe/rbw17362,rbw17362,villa,sale,1150,sint-pieters-woluwe
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1040/etterbeek/vbe33193,vbe33193,mixed-building,sale,1040,etterbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe33177,vbe33177,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe33176,vbe33176,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe33174,vbe33174,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbe33172,vbe33172,apartment,sale,1020,laken
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbe33168,vbe33168,residence,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe33164,vbe33164,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1160/oudergem/vbe33161,vbe33161,duplex,sale,1160,oudergem
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbe33160,vbe33160,apartment,sale,1160,oudergem
brussels,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbe33157,vbe33157,duplex,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbe33156,vbe33156,studio,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1040/etterbeek/vwd17767,vwd17767,studio,sale,1040,etterbeek
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1040/etterbeek/vbe33097,vbe33097,mixed-building,sale,1040,etterbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbe33091,vbe33091,apartment,sale,1020,laken
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbe33090,vbe33090,apartment,sale,1020,laken
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbe33077,vbe33077,residence,sale,1180,ukkel
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbe33072,vbe33072,residence,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/triplex/for-sale/1150/sint-pieters-woluwe/vbe33071,vbe33071,triplex,sale,1150,sint-pieters-woluwe
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1190/vorst/rbw17282,rbw17282,mixed-building,sale,1190,vorst
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1190/vorst/rbw17281,rbw17281,residence,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe33057,vbe33057,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbe33053,vbe33053,apartment,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe33052,vbe33052,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe33051,vbe33051,apartment,sale,1070,anderlecht
brussels,House,https://immovlan.be/en/detail/villa/for-sale/1170/watermaal-bosvoorde/vbe33049,vbe33049,villa,sale,1170,watermaal-bosvoorde
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1080/sint-jans-molenbeek/vbe33044,vbe33044,studio,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe33043,vbe33043,apartment,sale,1050,elsene
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbe33038,vbe33038,residence,sale,1150,sint-pieters-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe33035,vbe33035,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe33013,vbe33013,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32990,vbe32990,apartment,sale,1000,brussels
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbe32989,vbe32989,residence,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe32982,vbe32982,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/rbw17025,rbw17025,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32837,vbe32837,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/triplex/for-sale/1210/sint-joost-ten-node/vbe32836,vbe32836,triplex,sale,1210,sint-joost-ten-node
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbe32835,vbe32835,apartment,sale,1210,sint-joost-ten-node
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbe32834,vbe32834,residence,sale,1120,neder-over-heembeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe32833,vbe32833,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe32832,vbe32832,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbe32830,vbe32830,studio,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1083/ganshoren/rbw17013,rbw17013,ground-floor,sale,1083,ganshoren
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32798,vbe32798,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32795,vbe32795,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe32794,vbe32794,apartment,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe32790,vbe32790,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32784,vbe32784,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbe32766,vbe32766,apartment,sale,1150,sint-pieters-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe32764,vbe32764,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32748,vbe32748,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vwd17761,vwd17761,apartment,sale,1030,schaarbeek
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbe32717,vbe32717,residence,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/in-public-sale/1070/anderlecht/vbe32714,vbe32714,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbe32707,vbe32707,apartment,sale,1020,laken
brussels,House,https://immovlan.be/en/detail/master-house/for-sale/1083/ganshoren/vbe32703,vbe32703,master-house,sale,1083,ganshoren
brussels,House,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbe32700,vbe32700,villa,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/rbw16916,rbw16916,apartment,sale,1020,laken
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbe32682,vbe32682,ground-floor,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe32680,vbe32680,apartment,sale,1190,vorst
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbe32679,vbe32679,residence,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1030/schaarbeek/vbe32673,vbe32673,ground-floor,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32672,vbe32672,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32664,vbe32664,apartment,sale,1180,ukkel
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1040/etterbeek/vbe32618,vbe32618,residence,sale,1040,etterbeek
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1060/sint-gillis/vwd17758,vwd17758,residence,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw16713,rbw16713,apartment,sale,1050,elsene
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbe32609,vbe32609,residence,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe32607,vbe32607,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32593,vbe32593,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbe32592,vbe32592,apartment,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbe32585,vbe32585,apartment,sale,1083,ganshoren
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbe32575,vbe32575,apartment,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe32574,vbe32574,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe32567,vbe32567,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32536,vbe32536,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1050/elsene/vbe32529,vbe32529,studio,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32497,vbe32497,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbe32464,vbe32464,apartment,sale,1140,evere
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe32441,vbe32441,apartment,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32438,vbe32438,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe32435,vbe32435,apartment,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1190/vorst/vbe32434,vbe32434,studio,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbe32433,vbe32433,duplex,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32432,vbe32432,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe32421,vbe32421,apartment,sale,1190,vorst
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/rbw16255,rbw16255,residence,sale,1150,sint-pieters-woluwe
brussels,House,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/rbw16254,rbw16254,villa,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32412,vbe32412,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32411,vbe32411,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbe32410,vbe32410,apartment,sale,1083,ganshoren
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1180/ukkel/vbe32391,vbe32391,mixed-building,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe32374,vbe32374,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32352,vbe32352,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbe32347,vbe32347,apartment,sale,1210,sint-joost-ten-node
brussels,Apartment,https://immovlan.be/en/detail/triplex/for-sale/1050/elsene/vbe32340,vbe32340,triplex,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32339,vbe32339,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbe32336,vbe32336,apartment,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe32333,vbe32333,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbe32307,vbe32307,apartment,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32295,vbe32295,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32294,vbe32294,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32293,vbe32293,apartment,sale,1000,brussels
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbe32284,vbe32284,residence,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/in-public-sale/1030/schaarbeek/vbe32283,vbe32283,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe32279,vbe32279,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/rbw16212,rbw16212,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbe32276,vbe32276,apartment,sale,1060,sint-gillis
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1060/sint-gillis/vbe32266,vbe32266,residence,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1120/neder-over-heembeek/vbe32257,vbe32257,apartment,sale,1120,neder-over-heembeek
brussels,House,https://immovlan.be/en/detail/master-house/for-sale/1050/elsene/vbe32233,vbe32233,master-house,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32217,vbe32217,apartment,sale,1180,ukkel
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbe32190,vbe32190,residence,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32187,vbe32187,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe32182,vbe32182,apartment,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbe32176,vbe32176,penthouse,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32175,vbe32175,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32170,vbe32170,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32157,vbe32157,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32152,vbe32152,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32150,vbe32150,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe32148,vbe32148,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe32143,vbe32143,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1080/sint-jans-molenbeek/vwd17745,vwd17745,ground-floor,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbe32135,vbe32135,apartment,sale,1060,sint-gillis
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1050/elsene/vbe32118,vbe32118,studio,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/rbw15977,rbw15977,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vwd17743,vwd17743,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe32107,vbe32107,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32106,vbe32106,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbe32104,vbe32104,apartment,sale,1170,watermaal-bosvoorde
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1081/koekelberg/vbe32102,vbe32102,apartment,sale,1081,koekelberg
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vbe32101,vbe32101,apartment,sale,1083,ganshoren
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbe32097,vbe32097,apartment,sale,1140,evere
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbe32096,vbe32096,apartment,sale,1080,sint-jans-molenbeek
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1170/watermaal-bosvoorde/vbe32091,vbe32091,residence,sale,1170,watermaal-bosvoorde
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1081/koekelberg/vbe32045,vbe32045,residence,sale,1081,koekelberg
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbe32037,vbe32037,apartment,sale,1020,laken
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32035,vbe32035,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe32034,vbe32034,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbw13656,rbw13656,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1080/sint-jans-molenbeek/vbe31947,vbe31947,ground-floor,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vwd17734,vwd17734,apartment,sale,1170,watermaal-bosvoorde
brussels,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/rwc42731,rwc42731,duplex,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbe31936,vbe31936,apartment,sale,1140,evere
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe31929,vbe31929,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe31928,vbe31928,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbe31923,vbe31923,apartment,sale,1210,sint-joost-ten-node
brussels,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/1120/neder-over-heembeek/vbe31922,vbe31922,penthouse,sale,1120,neder-over-heembeek
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbe31919,vbe31919,residence,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/vwd17732,vwd17732,apartment,sale,1083,ganshoren
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/rbw13382,rbw13382,residence,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbw13380,rbw13380,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbw13378,rbw13378,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbe31845,vbe31845,apartment,sale,1030,schaarbeek
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1000/brussels/vbe31836,vbe31836,mixed-building,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1083/ganshoren/rbw13347,rbw13347,apartment,sale,1083,ganshoren
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1180/ukkel/vbe31813,vbe31813,ground-floor,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbe31810,vbe31810,studio,sale,1180,ukkel
brussels,House,https://immovlan.be/en/detail/mixed-building/for-sale/1030/schaarbeek/vbe31799,vbe31799,mixed-building,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe31794,vbe31794,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe31778,vbe31778,apartment,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/1190/vorst/vbe31762,vbe31762,ground-floor,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe31761,vbe31761,apartment,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe31760,vbe31760,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/studio/for-sale/1000/brussels/vbe31759,vbe31759,studio,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe31755,vbe31755,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe31746,vbe31746,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe31745,vbe31745,apartment,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbe31744,vbe31744,apartment,sale,1190,vorst
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1210/sint-joost-ten-node/vbe31737,vbe31737,apartment,sale,1210,sint-joost-ten-node
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbe31731,vbe31731,apartment,sale,1040,etterbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbe31699,vbe31699,apartment,sale,1180,ukkel
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbe31696,vbe31696,residence,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/rbw12763,rbw12763,apartment,sale,1030,schaarbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe31654,vbe31654,apartment,sale,1000,brussels
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbe31648,vbe31648,residence,sale,1050,elsene
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbe31645,vbe31645,residence,sale,1070,anderlecht
brussels,House,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbe31636,vbe31636,villa,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbe31633,vbe31633,apartment,sale,1200,sint-lambrechts-woluwe
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbe31609,vbe31609,residence,sale,1050,elsene
brussels,House,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbe31586,vbe31586,residence,sale,1180,ukkel
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/rbw12650,rbw12650,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/rbw12649,rbw12649,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/in-public-sale/1000/brussels/vbe31578,vbe31578,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/duplex/for-sale/1000/brussels/vbe31569,vbe31569,duplex,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbe31568,vbe31568,apartment,sale,1000,brussels
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbe31567,vbe31567,apartment,sale,1090,jette
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1082/berchem-sainte-agathe/vbe31555,vbe31555,apartment,sale,1082,berchem-sainte-agathe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbe31554,vbe31554,apartment,sale,1080,sint-jans-molenbeek
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe31548,vbe31548,apartment,sale,1070,anderlecht
brussels,Apartment,https://immovlan.be/en/detail/penthouse/for-sale/1050/elsene/vbe31524,vbe31524,penthouse,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbe31523,vbe31523,apartment,sale,1050,elsene
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/rbw12573,rbw12573,apartment,sale,1200,sint-lambrechts-woluwe
brussels,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbe31507,vbe31507,apartment,sale,1070,anderlecht
