province,type_property,property_url,property_id,subtype_property,type_of_contract,postal_code,city
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbe34080,vbe34080,residence,sale,7850,enghien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6120/nalinnes/vbe34060,vbe34060,residence,sale,6120,nalinnes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7160/chapelle-lez-herlaimont/vbe33645,vbe33645,residence,sale,7160,chapelle-lez-herlaimont
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbe33553,vbe33553,apartment,sale,6000,charleroi
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbe33539,vbe33539,residence,sale,6061,montignies-sur-sambre
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbe33534,vbe33534,residence,sale,6010,couillet
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6120/ham-sur-heure/vbe33425,vbe33425,residence,sale,6120,ham-sur-heure
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6001/marcinelle/vbe33423,vbe33423,villa,sale,6001,marcinelle
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbe33413,vbe33413,residence,sale,6001,marcinelle
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6230/thimeon/vbe33393,vbe33393,residence,sale,6230,thimeon
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6110/montigny-le-tilleul/rbw17451,rbw17451,residence,sale,6110,montigny-le-tilleul
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7971/basecles/vbe33236,vbe33236,residence,sale,7971,basecles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe33105,vbe33105,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7870/lens/rbw17266,rbw17266,residence,sale,7870,lens
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-pierre/rbw17034,rbw17034,residence,sale,7100,haine-saint-pierre
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7170/bellecourt/vbe32767,vbe32767,residence,sale,7170,bellecourt
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7160/chapelle-lez-herlaimont/vbe32550,vbe32550,residence,sale,7160,chapelle-lez-herlaimont
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe32499,vbe32499,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7750/mont-de-l-enclus/rbw16247,rbw16247,residence,sale,7750,mont-de-l-enclus
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbe32390,vbe32390,residence,sale,6030,marchienne-au-pont
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/6000/charleroi/vwd17752,vwd17752,mixed-building,sale,6000,charleroi
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbe32285,vbe32285,residence,sale,6061,montignies-sur-sambre
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7070/le-roeulx/vbe32160,vbe32160,residence,sale,7070,le-roeulx
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbe32122,vbe32122,residence,sale,7012,flenu
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbe31974,vbe31974,residence,sale,6043,ransart
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6460/chimay/vbe31951,vbe31951,villa,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6280/gerpinnes/vwd17735,vwd17735,residence,sale,6280,gerpinnes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6120/nalinnes/vbe31783,vbe31783,residence,sale,6120,nalinnes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbe31642,vbe31642,residence,sale,6042,lodelinsart
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7520/templeuve/vbe31639,vbe31639,residence,sale,7520,templeuve
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6250/aiseau-presles/vbe31480,vbe31480,residence,sale,6250,aiseau-presles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbe31287,vbe31287,residence,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6040/jumet/vbe11119,vbe11119,villa,sale,6040,jumet
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbe31073,vbe31073,apartment,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6220/lambusart/vbe30872,vbe30872,residence,sale,6220,lambusart
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6536/thuillies/vwd16872,vwd16872,villa,sale,6536,thuillies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6032/mont-sur-marchienne/rbw10958,rbw10958,residence,sale,6032,mont-sur-marchienne
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6001/marcinelle/vbe30426,vbe30426,residence,sale,6001,marcinelle
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7110/strepy-bracquegnies/vbe30289,vbe30289,residence,sale,7110,strepy-bracquegnies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbe30191,vbe30191,residence,sale,6040,jumet
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/6182/souvret/vbe30164,vbe30164,mixed-building,sale,6182,souvret
hainaut,House,https://immovlan.be/en/detail/cottage/for-sale/7850/enghien/vbe30128,vbe30128,cottage,sale,7850,enghien
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6041/gosselies/vbd97224,vbd97224,apartment,sale,6041,gosselies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7070/ville-sur-haine/vbe29188,vbe29188,residence,sale,7070,ville-sur-haine
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6183/trazegnies/vbe29187,vbe29187,residence,sale,6183,trazegnies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6043/ransart/vbe29183,vbe29183,residence,sale,6043,ransart
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6224/wanfercee-baulet/vbe29037,vbe29037,villa,sale,6224,wanfercee-baulet
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7100/la-louviere/vbe03579,vbe03579,apartment,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/vbe36535,vbe36535,residence,sale,6460,chimay
hainaut,Apartment,https://immovlan.be/en/detail/duplex/for-sale/7700/mouscron/vbe36531,vbe36531,duplex,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbe36523,vbe36523,residence,sale,6042,lodelinsart
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe36521,vbe36521,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6061/montignies-sur-sambre/vbe36518,vbe36518,residence,sale,6061,montignies-sur-sambre
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6001/marcinelle/vbe36514,vbe36514,apartment,sale,6001,marcinelle
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe36512,vbe36512,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7140/morlanwelz-mariemont/vbe36508,vbe36508,residence,sale,7140,morlanwelz-mariemont
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe36506,vbe36506,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbe36494,vbe36494,residence,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe36458,vbe36458,residence,sale,6060,gilly
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7050/jurbise/vbe36454,vbe36454,apartment,sale,7050,jurbise
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6150/anderlues/vbe36452,vbe36452,residence,sale,6150,anderlues
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6150/anderlues/vbe36451,vbe36451,residence,sale,6150,anderlues
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7750/amougies/vbe36440,vbe36440,residence,sale,7750,amougies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe36439,vbe36439,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7900/leuze-en-hainaut/vbe36437,vbe36437,residence,sale,7900,leuze-en-hainaut
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbe36436,vbe36436,residence,sale,7500,tournai
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbe36435,vbe36435,apartment,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7740/warcoing/vbe36434,vbe36434,residence,sale,7740,warcoing
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36433,vbe36433,apartment,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7370/wiheries/vbe36432,vbe36432,residence,sale,7370,wiheries
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36429,vbe36429,apartment,sale,7500,tournai
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36428,vbe36428,apartment,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe36427,vbe36427,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7160/chapelle-lez-herlaimont/vbe36417,vbe36417,residence,sale,7160,chapelle-lez-herlaimont
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6220/fleurus/vbe36201,vbe36201,residence,sale,6220,fleurus
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7620/guignies/vbe36396,vbe36396,residence,sale,7620,guignies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7730/leers-nord/vbe36395,vbe36395,residence,sale,7730,leers-nord
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbe36394,vbe36394,residence,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/6020/dampremy/vbe36334,vbe36334,mixed-building,sale,6020,dampremy
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7600/peruwelz/vbe36332,vbe36332,residence,sale,7600,peruwelz
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7730/estaimpuis/vbe36331,vbe36331,apartment,sale,7730,estaimpuis
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe36329,vbe36329,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7340/colfontaine/vbe36322,vbe36322,residence,sale,7340,colfontaine
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/7180/seneffe/vbe36316,vbe36316,villa,sale,7180,seneffe
hainaut,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/7500/tournai/vbe36299,vbe36299,ground-floor,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6041/gosselies/vbe36292,vbe36292,residence,sale,6041,gosselies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbe36286,vbe36286,residence,sale,7850,enghien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6536/thuillies/vbe36276,vbe36276,residence,sale,6536,thuillies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7020/nimy/vbe36273,vbe36273,residence,sale,7020,nimy
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6590/momignies/vbe36269,vbe36269,villa,sale,6590,momignies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7971/basecles/vbe36264,vbe36264,residence,sale,7971,basecles
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36262,vbe36262,apartment,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6250/aiseau-presles/vbe36261,vbe36261,residence,sale,6250,aiseau-presles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbe36259,vbe36259,residence,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7712/herseaux/vbe36255,vbe36255,residence,sale,7712,herseaux
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbe36248,vbe36248,residence,sale,7090,braine-le-comte
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbe36200,vbe36200,residence,sale,6030,marchienne-au-pont
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6031/monceau-sur-sambre/vbe36194,vbe36194,residence,sale,6031,monceau-sur-sambre
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6210/les-bons-villers/vbe36192,vbe36192,villa,sale,6210,les-bons-villers
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbe36120,vbe36120,residence,sale,7012,jemappes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/rbw24869,rbw24869,residence,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6150/anderlues/vbe36108,vbe36108,residence,sale,6150,anderlues
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36105,vbe36105,apartment,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbe36104,vbe36104,residence,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe36103,vbe36103,residence,sale,7700,mouscron
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7500/tournai/vbe36102,vbe36102,apartment,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7540/kain/vbe36101,vbe36101,residence,sale,7540,kain
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbe36099,vbe36099,residence,sale,7700,luingne
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7950/chievres/vbe36064,vbe36064,residence,sale,7950,chievres
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbe35992,vbe35992,residence,sale,7110,houdeng-goegnies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6141/forchies-la-marche/vbe35985,vbe35985,residence,sale,6141,forchies-la-marche
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7950/chievres/vbe35984,vbe35984,residence,sale,7950,chievres
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6042/lodelinsart/vbe35974,vbe35974,residence,sale,6042,lodelinsart
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7012/flenu/vbe35971,vbe35971,residence,sale,7012,flenu
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42815,rwc42815,residence,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/bungalow/for-sale/6440/froidchapelle/vbe35965,vbe35965,bungalow,sale,6440,froidchapelle
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbe35964,vbe35964,residence,sale,6560,erquelinnes
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/7712/herseaux/vbe35959,vbe35959,villa,sale,7712,herseaux
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbe35955,vbe35955,residence,sale,7100,la-louviere
hainaut,Apartment,https://immovlan.be/en/detail/ground-floor/for-sale/6211/mellet/vbe35950,vbe35950,ground-floor,sale,6211,mellet
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6596/forge-philippe/vbe35941,vbe35941,villa,sale,6596,forge-philippe
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbe35916,vbe35916,apartment,sale,7000,mons
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/vbe35902,vbe35902,residence,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbe35892,vbe35892,residence,sale,7090,braine-le-comte
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbe35891,vbe35891,residence,sale,7850,enghien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7850/enghien/vbe35890,vbe35890,residence,sale,7850,enghien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7060/soignies/vbe35887,vbe35887,residence,sale,7060,soignies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7830/silly/vbe35886,vbe35886,residence,sale,7830,silly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbe35885,vbe35885,residence,sale,7090,braine-le-comte
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7170/manage/vbe35884,vbe35884,residence,sale,7170,manage
hainaut,House,https://immovlan.be/en/detail/master-house/for-sale/7890/ellezelles/rbw24646,rbw24646,master-house,sale,7890,ellezelles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbe35855,vbe35855,residence,sale,7100,la-louviere
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35853,vbe35853,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbe35836,vbe35836,residence,sale,7700,luingne
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbe35827,vbe35827,residence,sale,7390,quaregnon
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbe35826,vbe35826,residence,sale,7390,quaregnon
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7020/maisieres/vbe35822,vbe35822,apartment,sale,7020,maisieres
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7300/boussu/vbe35821,vbe35821,residence,sale,7300,boussu
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7080/la-bouverie/vbe35820,vbe35820,residence,sale,7080,la-bouverie
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7030/saint-symphorien/vbe35818,vbe35818,residence,sale,7030,saint-symphorien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7030/saint-symphorien/vbe35817,vbe35817,residence,sale,7030,saint-symphorien
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7972/quevaucamps/vbe35815,vbe35815,residence,sale,7972,quevaucamps
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7387/angre/vbe35814,vbe35814,residence,sale,7387,angre
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7080/la-bouverie/vbe35813,vbe35813,residence,sale,7080,la-bouverie
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbe35812,vbe35812,residence,sale,7340,wasmes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7370/dour/vbe35811,vbe35811,residence,sale,7370,dour
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbe35809,vbe35809,residence,sale,7340,wasmes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbe35808,vbe35808,residence,sale,7340,wasmes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7012/jemappes/vbe35807,vbe35807,residence,sale,7012,jemappes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7300/boussu/vbe35806,vbe35806,residence,sale,7300,boussu
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7110/maurage/vbe35805,vbe35805,apartment,sale,7110,maurage
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35804,vbe35804,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7387/roisin/vbe35802,vbe35802,residence,sale,7387,roisin
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7387/montignies-sur-roc/vbe35800,vbe35800,residence,sale,7387,montignies-sur-roc
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7110/houdeng-goegnies/vbe35795,vbe35795,residence,sale,7110,houdeng-goegnies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7387/angre/vbe35794,vbe35794,residence,sale,7387,angre
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7340/wasmes/vbe35793,vbe35793,residence,sale,7340,wasmes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7370/elouges/vbe35792,vbe35792,residence,sale,7370,elouges
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7370/wiheries/vbe35791,vbe35791,residence,sale,7370,wiheries
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7331/baudour/vbe35790,vbe35790,residence,sale,7331,baudour
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7321/blaton/vbe35785,vbe35785,residence,sale,7321,blaton
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7382/audregnies/vbe35784,vbe35784,residence,sale,7382,audregnies
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7370/elouges/vbe35782,vbe35782,residence,sale,7370,elouges
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6180/courcelles/vbe35773,vbe35773,residence,sale,6180,courcelles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6110/montigny-le-tilleul/vbe35768,vbe35768,residence,sale,6110,montigny-le-tilleul
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/7912/saint-sauveur/rbw24604,rbw24604,mixed-building,sale,7912,saint-sauveur
hainaut,House,https://immovlan.be/en/detail/cottage/for-sale/7912/saint-sauveur/rbw24603,rbw24603,cottage,sale,7912,saint-sauveur
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7110/boussoit/rbw24580,rbw24580,apartment,sale,7110,boussoit
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35698,vbe35698,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6000/charleroi/vwd17856,vwd17856,residence,sale,6000,charleroi
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbe35632,vbe35632,apartment,sale,6230,pont-a-celles
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7130/binche/vbe35613,vbe35613,apartment,sale,7130,binche
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6120/jamioulx/vbe35610,vbe35610,residence,sale,6120,jamioulx
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7080/frameries/vbe35600,vbe35600,apartment,sale,7080,frameries
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42808,rwc42808,residence,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35590,vbe35590,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35588,vbe35588,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35587,vbe35587,residence,sale,7700,mouscron
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7712/herseaux/vbe35586,vbe35586,apartment,sale,7712,herseaux
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7390/quaregnon/vbe35574,vbe35574,residence,sale,7390,quaregnon
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbe35547,vbe35547,residence,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbe35546,vbe35546,residence,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/7500/tournai/vbe35543,vbe35543,mixed-building,sale,7500,tournai
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7536/vaulx/vbe35538,vbe35538,residence,sale,7536,vaulx
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7870/lens/vbe35496,vbe35496,residence,sale,7870,lens
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/7801/irchonwelz/vbe35495,vbe35495,villa,sale,7801,irchonwelz
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/6041/gosselies/vbe35477,vbe35477,apartment,sale,6041,gosselies
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/7370/dour/vbe35453,vbe35453,mixed-building,sale,7370,dour
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6220/fleurus/vbe35450,vbe35450,residence,sale,6220,fleurus
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35449,vbe35449,residence,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/7140/morlanwelz/vbe35447,vbe35447,villa,sale,7140,morlanwelz
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/6120/nalinnes/vwd17846,vwd17846,villa,sale,6120,nalinnes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vbe35422,vbe35422,residence,sale,6200,chatelet
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6200/chatelet/vbe35415,vbe35415,residence,sale,6200,chatelet
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6461/virelles/vbe35412,vbe35412,residence,sale,6461,virelles
hainaut,House,https://immovlan.be/en/detail/residence/in-public-sale/6250/presles/vbe35393,vbe35393,residence,sale,6250,presles
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7971/wadelincourt/vbe35390,vbe35390,residence,sale,7971,wadelincourt
hainaut,House,https://immovlan.be/en/detail/residence/in-public-sale/6250/presles/vbe35378,vbe35378,residence,sale,6250,presles
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbe35348,vbe35348,apartment,sale,7000,mons
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/luingne/vbe35345,vbe35345,residence,sale,7700,luingne
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbe35343,vbe35343,residence,sale,7700,mouscron
hainaut,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbe35316,vbe35316,apartment,sale,7700,mouscron
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6220/fleurus/vbe35315,vbe35315,residence,sale,6220,fleurus
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6030/marchienne-au-pont/vbe35312,vbe35312,residence,sale,6030,marchienne-au-pont
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbe35311,vbe35311,residence,sale,6060,gilly
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/7080/la-bouverie/vbe35310,vbe35310,residence,sale,7080,la-bouverie
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6540/lobbes/vbe35307,vbe35307,residence,sale,6540,lobbes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42802,rwc42802,residence,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6120/ham-sur-heure-nalinnes/vbe35289,vbe35289,residence,sale,6120,ham-sur-heure-nalinnes
hainaut,House,https://immovlan.be/en/detail/residence/for-sale/6460/chimay/rwc42800,rwc42800,residence,sale,6460,chimay
hainaut,House,https://immovlan.be/en/detail/residence/in-public-sale/6200/chatelineau/vbe35272,vbe35272,residence,sale,6200,chatelineau
hainaut,House,https://immovlan.be/en/detail/mixed-building/for-sale/7340/colfontaine/vbe35251,vbe35251,mixed-building,sale,7340,colfontaine
hainaut,House,https://immovlan.be/en/detail/villa/for-sale/7340/colfontaine/vbe35250,vbe35250,villa,sale,7340,colfontaine
